0.000000, 100.000000, 100.000000, 18227.498879
0.000000, 14.000000, 50.000000, 8215.281507
0.000000, 2.000000, 20.000000, 2860.432263
0.000000, 1.000000, 3.000000, 446.249846
0.100000, 100.000000, 100.000000, 18227.498879
0.100000, 14.000000, 50.000000, 8215.281507
0.100000, 2.000000, 20.000000, 2860.432263
0.100000, 1.000000, 3.000000, 446.249846
0.200000, 100.000000, 100.000000, 18227.468879
0.200000, 14.000000, 50.000000, 8215.281507
0.200000, 2.000000, 20.000000, 2860.432263
0.200000, 1.000000, 3.000000, 446.249846
0.300000, 100.000000, 100.000000, 18224.440995
0.300000, 14.000000, 50.000000, 8215.281507
0.300000, 2.000000, 20.000000, 2860.432263
0.300000, 1.000000, 3.000000, 446.249846
0.400000, 100.000000, 100.000000, 18235.703637
0.400000, 14.000000, 50.000000, 8218.442555
0.400000, 2.000000, 20.000000, 2868.038921
0.400000, 1.000000, 3.000000, 444.949417
0.500000, 100.000000, 100.000000, 18235.744654
0.500000, 14.000000, 50.000000, 8218.442555
0.500000, 2.000000, 20.000000, 2868.038921
0.500000, 1.000000, 3.000000, 444.949417
0.600000, 100.000000, 100.000000, 18235.504654
0.600000, 14.000000, 50.000000, 8218.442555
0.600000, 2.000000, 20.000000, 2868.038921
0.600000, 1.000000, 3.000000, 444.949417
0.700000, 100.000000, 100.000000, 18232.637093
0.700000, 14.000000, 50.000000, 8218.442555
0.700000, 2.000000, 20.000000, 2868.038921
0.700000, 1.000000, 3.000000, 444.949417
0.800000, 100.000000, 100.000000, 18232.517093
0.800000, 14.000000, 50.000000, 8218.442555
0.800000, 2.000000, 20.000000, 2868.038921
0.800000, 1.000000, 3.000000, 444.949417
0.900000, 100.000000, 100.000000, 18232.517093
0.900000, 14.000000, 50.000000, 8218.202555
0.900000, 2.000000, 20.000000, 2868.038921
0.900000, 1.000000, 3.000000, 444.949417
1.000000, 100.000000, 100.000000, 18234.867207
1.000000, 14.000000, 50.000000, 8210.943418
1.000000, 2.000000, 20.000000, 2870.025814
1.000000, 1.000000, 3.000000, 445.797649
1.100000, 100.000000, 100.000000, 18233.706699
1.100000, 14.000000, 50.000000, 8210.943418
1.100000, 2.000000, 20.000000, 2870.025814
1.100000, 1.000000, 3.000000, 445.797649
1.200000, 100.000000, 100.000000, 18234.747220
1.200000, 14.000000, 50.000000, 8235.246486
1.200000, 2.000000, 20.000000, 2856.408078
1.200000, 1.000000, 3.000000, 445.845964
1.300000, 100.000000, 100.000000, 18229.011568
1.300000, 14.000000, 50.000000, 8235.246486
1.300000, 2.000000, 20.000000, 2856.408078
1.300000, 1.000000, 3.000000, 445.845964
1.400000, 100.000000, 100.000000, 18228.171568
1.400000, 14.000000, 50.000000, 8234.967537
